Company Name,Symbol,Date,Open Price,Close Price,High Price,Low Price,Volume
Salesforce Inc,CRM,29/08/2023,396,291,438,216,3156359
Microsoft Corporation,MSFT,02/09/2023,428,52,359,296,1368150
Oracle Corp,ORCL,07/09/2023,316,459,192,413,1104945
International Business Machines Corp,IBM,08/09/2023,283,80,352,397,9220711
Salesforce Inc,CRM,09/09/2023,327,187,481,218,8611835
Microsoft Corporation,MSFT,12/09/2023,360,91,90,390,5481860
Microsoft Corporation,MSFT,13/09/2023,270,438,130,484,3857894
Salesforce Inc,CRM,19/09/2023,428,460,224,435,3365507
Adobe Inc,ADBE,24/09/2023,257,360,473,384,853390
Meta Platforms Inc,META,26/09/2023,90,460,439,87,7841888
Broadcom Inc,AVGO,27/09/2023,311,197,429,122,6278356
NVIDIA Corp,NVDA,06/10/2023,459,120,171,339,2247781
Meta Platforms Inc,META,07/10/2023,406,298,491,346,3836629
Adobe Inc,ADBE,11/10/2023,468,74,210,336,7850727
Oracle Corp,ORCL,16/10/2023,199,351,366,175,590455
Salesforce Inc,CRM,17/10/2023,174,121,206,133,2790568
Broadcom Inc,AVGO,19/10/2023,476,64,266,271,1883598
International Business Machines Corp,IBM,24/10/2023,262,379,334,435,4150418
Adobe Inc,ADBE,25/10/2023,413,85,493,306,2631856
Broadcom Inc,AVGO,25/10/2023,169,320,150,305,6338255
Broadcom Inc,AVGO,30/10/2023,132,390,53,435,7999100
Apple,AAPL,31/10/2023,364,103,330,397,1777326
Adobe Inc,ADBE,08/11/2023,352,283,124,484,9570489
Adobe Inc,ADBE,16/11/2023,349,112,323,298,4407921
Apple,AAPL,19/11/2023,299,50,486,466,8910836
Broadcom Inc,AVGO,22/11/2023,481,383,345,285,5105969
Apple,AAPL,24/11/2023,74,168,256,426,2428827
Adobe Inc,ADBE,26/11/2023,207,443,131,78,2191957
Salesforce Inc,CRM,30/11/2023,159,298,169,75,5549947
Apple,AAPL,30/11/2023,418,181,115,410,4908792
Meta Platforms Inc,META,05/12/2023,229,321,334,158,9991348
Broadcom Inc,AVGO,11/12/2023,436,137,256,419,5262089
Oracle Corp,ORCL,13/12/2023,240,489,301,338,9484158
NVIDIA Corp,NVDA,15/12/2023,174,201,94,392,788298
NVIDIA Corp,NVDA,17/12/2023,428,281,159,447,4675810
Oracle Corp,ORCL,18/12/2023,421,374,230,274,2652864
NVIDIA Corp,NVDA,21/12/2023,174,85,290,482,5424207
Alphabet Inc,GOOG,22/12/2023,115,133,252,404,5220607
Meta Platforms Inc,META,23/12/2023,467,385,201,196,4934826
Salesforce Inc,CRM,25/12/2023,164,450,147,162,4451542
Apple,AAPL,31/12/2023,422,112,463,421,2175700
Meta Platforms Inc,META,02/01/2024,366,494,179,247,9750062
Broadcom Inc,AVGO,06/01/2024,102,292,319,453,1326813
Adobe Inc,ADBE,17/01/2024,411,370,393,277,6620213
Meta Platforms Inc,META,18/01/2024,480,487,80,409,8186551
Meta Platforms Inc,META,18/01/2024,279,491,372,244,600110
Oracle Corp,ORCL,21/01/2024,251,217,99,470,8492205
Apple,AAPL,22/01/2024,478,162,386,76,4510310
Alphabet Inc,GOOG,25/01/2024,386,359,183,123,1146240
Broadcom Inc,AVGO,26/01/2024,210,246,254,432,766735
Apple,AAPL,29/01/2024,340,50,130,435,7772935
Salesforce Inc,CRM,30/01/2024,101,491,334,426,4490968
Microsoft Corporation,MSFT,05/02/2024,469,252,325,428,2146222
International Business Machines Corp,IBM,06/02/2024,274,472,105,129,2926617
Adobe Inc,ADBE,08/02/2024,274,479,143,248,6541417
Salesforce Inc,CRM,11/02/2024,488,281,176,169,4220745
Salesforce Inc,CRM,12/02/2024,254,325,111,67,9233904
Oracle Corp,ORCL,13/02/2024,145,274,478,390,1382745
Broadcom Inc,AVGO,14/02/2024,262,343,228,314,9007988
NVIDIA Corp,NVDA,17/02/2024,485,263,365,217,5494400
NVIDIA Corp,NVDA,23/02/2024,51,136,293,406,7742750
Microsoft Corporation,MSFT,26/02/2024,267,201,494,351,4560185
Microsoft Corporation,MSFT,01/03/2024,390,236,405,307,8238496
Oracle Corp,ORCL,03/03/2024,414,442,360,499,9443464
Adobe Inc,ADBE,04/03/2024,357,269,489,144,1836176
NVIDIA Corp,NVDA,05/03/2024,337,216,277,311,1272009
Alphabet Inc,GOOG,13/03/2024,407,215,71,317,6724290
International Business Machines Corp,IBM,15/03/2024,66,129,363,233,7768183
Broadcom Inc,AVGO,16/03/2024,257,133,197,404,5477912
NVIDIA Corp,NVDA,16/03/2024,64,182,492,402,4339785
Broadcom Inc,AVGO,24/03/2024,391,65,104,500,2829785
Meta Platforms Inc,META,29/03/2024,233,225,489,463,4403367
Meta Platforms Inc,META,31/03/2024,402,324,72,465,4217069
Apple,AAPL,01/04/2024,272,243,156,390,6356682
Microsoft Corporation,MSFT,05/04/2024,50,322,174,285,5257502
Apple,AAPL,06/04/2024,457,102,279,203,4019109
NVIDIA Corp,NVDA,07/04/2024,344,375,53,122,7217147
Oracle Corp,ORCL,13/04/2024,174,257,91,233,1645067
NVIDIA Corp,NVDA,17/04/2024,147,239,413,143,4426119
Apple,AAPL,17/04/2024,439,393,500,172,5991833
NVIDIA Corp,NVDA,21/04/2024,248,322,242,330,616772
Alphabet Inc,GOOG,24/04/2024,217,282,483,69,905152
Adobe Inc,ADBE,28/04/2024,135,174,95,175,4729009
Meta Platforms Inc,META,04/05/2024,324,443,484,195,7615224
Salesforce Inc,CRM,09/05/2024,119,165,327,267,7272562
Oracle Corp,ORCL,12/05/2024,424,474,452,53,4332221
Apple,AAPL,13/05/2024,376,257,82,127,3769093
International Business Machines Corp,IBM,23/05/2024,276,486,402,468,5718591
Meta Platforms Inc,META,23/05/2024,216,471,104,403,2878677
Broadcom Inc,AVGO,24/05/2024,121,184,387,367,776917
Broadcom Inc,AVGO,27/05/2024,270,177,462,325,3197367
Alphabet Inc,GOOG,31/05/2024,497,435,133,239,2814415
Oracle Corp,ORCL,05/06/2024,183,233,60,271,6234972
Oracle Corp,ORCL,07/06/2024,331,83,92,55,7459765
Salesforce Inc,CRM,09/06/2024,124,250,122,215,4380282
Oracle Corp,ORCL,16/06/2024,146,440,395,377,5569575
Salesforce Inc,CRM,27/06/2024,106,473,249,69,9092501
NVIDIA Corp,NVDA,28/06/2024,351,198,94,168,8230886
Alphabet Inc,GOOG,03/07/2024,117,396,423,304,1738214
Apple,AAPL,05/07/2024,136,389,366,414,1026030
Adobe Inc,ADBE,10/07/2024,108,482,366,455,6460116
International Business Machines Corp,IBM,13/07/2024,266,261,304,356,5582187
NVIDIA Corp,NVDA,19/07/2024,407,243,320,490,6942418
International Business Machines Corp,IBM,20/07/2024,245,144,288,96,8914432
Alphabet Inc,GOOG,23/07/2024,281,144,485,149,2280814
Meta Platforms Inc,META,25/07/2024,353,484,455,253,4468064
Adobe Inc,ADBE,06/08/2024,88,124,282,329,8417749
Alphabet Inc,GOOG,11/08/2024,210,356,328,464,1035941
Microsoft Corporation,MSFT,19/08/2024,472,205,442,171,3018877
Microsoft Corporation,MSFT,05/09/2024,339,89,322,194,2203099
International Business Machines Corp,IBM,18/09/2024,438,393,320,109,3390291
Broadcom Inc,AVGO,23/09/2024,439,457,467,414,9750296
Salesforce Inc,CRM,28/09/2024,153,426,190,467,1768129
Oracle Corp,ORCL,06/10/2024,218,440,282,397,9040929
Salesforce Inc,CRM,10/10/2024,312,266,295,454,7236039
Microsoft Corporation,MSFT,12/10/2024,417,302,437,124,1009256
Salesforce Inc,CRM,13/10/2024,58,98,487,111,6482295
Salesforce Inc,CRM,21/10/2024,460,406,154,139,5472690
Salesforce Inc,CRM,23/10/2024,374,392,456,485,9041778
NVIDIA Corp,NVDA,23/10/2024,214,398,446,245,7057136
NVIDIA Corp,NVDA,24/10/2024,407,440,148,107,5554920
Adobe Inc,ADBE,27/10/2024,254,194,87,114,1273495
Broadcom Inc,AVGO,27/10/2024,404,500,246,329,623334
Broadcom Inc,AVGO,03/11/2024,56,439,287,269,1017081
NVIDIA Corp,NVDA,08/11/2024,221,352,454,187,9490236
NVIDIA Corp,NVDA,08/11/2024,91,298,257,337,5359926
NVIDIA Corp,NVDA,10/11/2024,459,249,277,112,5746912
Adobe Inc,ADBE,16/11/2024,247,355,333,243,8412172
NVIDIA Corp,NVDA,24/11/2024,314,323,158,374,5999194
Apple,AAPL,25/11/2024,163,186,455,359,8679364
Alphabet Inc,GOOG,26/11/2024,337,157,372,51,2833601
NVIDIA Corp,NVDA,03/12/2024,208,349,351,406,4861475
Adobe Inc,ADBE,13/12/2024,299,199,463,117,2791633
International Business Machines Corp,IBM,16/12/2024,134,439,304,117,3310794
International Business Machines Corp,IBM,24/12/2024,159,391,412,63,6983620
NVIDIA Corp,NVDA,31/12/2024,102,155,231,380,2166985
