Company Name,Symbol,Date,Open Price,Close Price,High Price,Low Price,Volume
Bristol-Myers Squibb Company,BMY,21/06/2023,200,444,98,274,7737226
Bristol-Myers Squibb Company,BMY,11/07/2023,271,56,158,494,1767218
Amgen Inc,AMGN,12/07/2023,50,385,147,236,4967443
Boston Scientific Corporation,BSX,17/07/2023,465,294,262,248,3383678
Abbott Laboratories,ABT,19/07/2023,56,173,214,68,2766704
Merck & Co,MRK,23/07/2023,306,84,305,480,5375577
Pfizer Inc,PFE,26/07/2023,456,244,380,379,7818660
Bristol-Myers Squibb Company,BMY,28/07/2023,367,204,152,187,6703431
Amgen Inc,AMGN,02/08/2023,201,278,273,170,3582536
Boston Scientific Corporation,BSX,06/08/2023,89,378,494,194,8801752
Johnson & Johnson,JNJ,07/08/2023,225,215,286,320,7080434
Bristol-Myers Squibb Company,BMY,08/08/2023,304,324,261,403,2721958
Pfizer Inc,PFE,11/08/2023,447,166,263,102,4810190
UnitedHealth Group Incorporated,UNH,13/08/2023,231,426,232,453,5931891
Eli Lilly and Company,LLY,15/08/2023,117,490,335,329,603017
Boston Scientific Corporation,BSX,16/08/2023,71,408,225,431,8889601
Johnson & Johnson,JNJ,25/08/2023,365,292,289,470,4849670
Amgen Inc,AMGN,31/08/2023,202,323,301,202,1984748
UnitedHealth Group Incorporated,UNH,31/08/2023,422,122,431,443,8392871
AbbVie Inc,ABBV,05/09/2023,310,275,118,469,765029
Johnson & Johnson,JNJ,09/09/2023,406,471,406,338,2103331
UnitedHealth Group Incorporated,UNH,10/09/2023,381,463,351,257,5977082
Johnson & Johnson,JNJ,13/09/2023,303,249,297,58,5104766
Johnson & Johnson,JNJ,14/09/2023,214,403,140,336,576735
Bristol-Myers Squibb Company,BMY,17/09/2023,447,484,482,136,9525840
AbbVie Inc,ABBV,25/09/2023,120,385,103,402,7230635
Eli Lilly and Company,LLY,02/10/2023,144,368,165,130,9719348
Amgen Inc,AMGN,05/10/2023,361,84,318,305,5593519
Bristol-Myers Squibb Company,BMY,07/10/2023,384,166,378,495,2588354
Boston Scientific Corporation,BSX,07/10/2023,404,228,453,333,862320
UnitedHealth Group Incorporated,UNH,14/10/2023,181,161,119,495,6235264
Boston Scientific Corporation,BSX,15/10/2023,290,51,322,313,5033767
Johnson & Johnson,JNJ,17/10/2023,278,380,74,332,8872209
Boston Scientific Corporation,BSX,20/10/2023,413,498,369,125,2545266
Eli Lilly and Company,LLY,25/10/2023,311,373,117,487,3316164
Bristol-Myers Squibb Company,BMY,28/10/2023,317,221,492,240,4829415
Johnson & Johnson,JNJ,29/10/2023,380,336,212,367,9437861
Abbott Laboratories,ABT,08/11/2023,354,146,58,325,6496751
UnitedHealth Group Incorporated,UNH,09/11/2023,237,252,427,143,995008
Amgen Inc,AMGN,11/11/2023,110,431,310,455,9664091
Amgen Inc,AMGN,16/11/2023,351,247,262,271,3191191
Amgen Inc,AMGN,20/11/2023,498,129,410,321,7215451
Amgen Inc,AMGN,20/11/2023,89,353,365,419,9010959
Boston Scientific Corporation,BSX,21/11/2023,457,478,448,410,8958133
Johnson & Johnson,JNJ,24/11/2023,450,157,446,53,3079437
Amgen Inc,AMGN,26/11/2023,59,142,182,288,3629578
UnitedHealth Group Incorporated,UNH,28/11/2023,444,130,116,299,7777478
AbbVie Inc,ABBV,30/11/2023,70,465,124,474,7530211
AbbVie Inc,ABBV,03/12/2023,68,244,113,490,2598433
Abbott Laboratories,ABT,10/12/2023,232,150,92,63,5925305
AbbVie Inc,ABBV,15/12/2023,167,425,59,141,5830926
Pfizer Inc,PFE,15/12/2023,494,219,275,338,2066401
Abbott Laboratories,ABT,18/12/2023,152,333,51,359,2784187
Pfizer Inc,PFE,22/12/2023,65,338,469,176,9843259
Abbott Laboratories,ABT,23/12/2023,108,175,229,187,7150451
Abbott Laboratories,ABT,28/12/2023,155,147,455,194,7829964
Bristol-Myers Squibb Company,BMY,29/12/2023,276,449,416,482,9079680
Merck & Co,MRK,31/12/2023,416,189,430,367,4376923
Merck & Co,MRK,01/01/2024,494,74,259,152,7551816
UnitedHealth Group Incorporated,UNH,01/01/2024,216,54,187,452,6943360
Merck & Co,MRK,01/01/2024,424,213,309,424,2951600
AbbVie Inc,ABBV,03/01/2024,429,398,312,389,4086861
Boston Scientific Corporation,BSX,04/01/2024,410,58,324,491,9523533
Bristol-Myers Squibb Company,BMY,04/01/2024,275,415,277,486,4613045
Abbott Laboratories,ABT,15/01/2024,336,400,460,192,4965754
AbbVie Inc,ABBV,18/01/2024,132,237,82,102,9138234
Johnson & Johnson,JNJ,24/01/2024,366,395,484,261,3884358
Merck & Co,MRK,02/02/2024,413,489,125,354,1280348
Johnson & Johnson,JNJ,12/02/2024,139,143,282,386,759666
Pfizer Inc,PFE,19/02/2024,231,158,57,351,8584251
AbbVie Inc,ABBV,21/02/2024,282,113,303,381,9274710
Johnson & Johnson,JNJ,23/02/2024,477,479,241,55,8835358
Bristol-Myers Squibb Company,BMY,23/02/2024,390,361,83,418,2025497
Eli Lilly and Company,LLY,25/02/2024,263,322,499,380,6874333
UnitedHealth Group Incorporated,UNH,26/02/2024,321,411,337,88,8950207
Johnson & Johnson,JNJ,27/02/2024,268,167,96,290,1918407
Merck & Co,MRK,29/02/2024,64,383,68,76,9308729
AbbVie Inc,ABBV,08/03/2024,205,179,159,431,9365345
Eli Lilly and Company,LLY,08/03/2024,71,361,359,152,8855369
Amgen Inc,AMGN,09/03/2024,203,167,486,131,5743651
Boston Scientific Corporation,BSX,09/03/2024,491,487,389,251,3940840
Amgen Inc,AMGN,09/03/2024,266,195,288,257,9826619
Abbott Laboratories,ABT,12/03/2024,236,176,50,180,3302514
Johnson & Johnson,JNJ,14/03/2024,69,464,271,485,2938711
UnitedHealth Group Incorporated,UNH,17/03/2024,381,65,270,179,5438476
Merck & Co,MRK,18/03/2024,299,286,243,247,6127679
Amgen Inc,AMGN,20/03/2024,363,491,271,404,9241569
Abbott Laboratories,ABT,22/03/2024,147,480,239,497,9564013
Johnson & Johnson,JNJ,24/03/2024,134,466,269,464,2395370
Merck & Co,MRK,24/03/2024,144,466,435,264,2266299
Boston Scientific Corporation,BSX,25/03/2024,408,116,152,73,8497566
Bristol-Myers Squibb Company,BMY,26/03/2024,180,269,443,480,793332
Merck & Co,MRK,29/03/2024,240,406,269,197,6843451
Eli Lilly and Company,LLY,09/04/2024,334,309,430,133,7635254
Johnson & Johnson,JNJ,11/04/2024,331,377,128,87,6056304
AbbVie Inc,ABBV,17/04/2024,359,334,138,489,6719865
Amgen Inc,AMGN,23/04/2024,287,292,469,498,9168962
Eli Lilly and Company,LLY,27/04/2024,297,493,73,395,7935091
Eli Lilly and Company,LLY,02/05/2024,322,274,389,260,7101741
Amgen Inc,AMGN,04/05/2024,303,152,345,387,9463018
Boston Scientific Corporation,BSX,08/05/2024,202,316,123,168,1302199
Abbott Laboratories,ABT,11/05/2024,474,382,378,109,5990228
Johnson & Johnson,JNJ,12/05/2024,455,66,197,163,6359699
Pfizer Inc,PFE,14/05/2024,339,357,78,369,5466967
Pfizer Inc,PFE,15/05/2024,377,61,482,324,7085896
AbbVie Inc,ABBV,16/05/2024,127,214,306,368,9617805
Merck & Co,MRK,22/05/2024,80,281,488,382,9752867
AbbVie Inc,ABBV,24/05/2024,403,259,357,483,559661
Pfizer Inc,PFE,24/05/2024,232,330,131,438,9929283
AbbVie Inc,ABBV,25/05/2024,251,262,218,100,9618468
Merck & Co,MRK,01/06/2024,316,64,468,79,3568160
Johnson & Johnson,JNJ,01/06/2024,286,225,376,178,6183003
Abbott Laboratories,ABT,10/06/2024,483,335,89,220,8751632
Amgen Inc,AMGN,12/06/2024,82,403,281,361,7459206
Boston Scientific Corporation,BSX,12/06/2024,466,365,323,180,7690353
UnitedHealth Group Incorporated,UNH,15/06/2024,453,333,259,52,1952743
Johnson & Johnson,JNJ,23/06/2024,362,485,382,486,9284504
UnitedHealth Group Incorporated,UNH,27/06/2024,148,80,98,219,9854589
Amgen Inc,AMGN,03/07/2024,214,349,224,458,1561326
Johnson & Johnson,JNJ,03/07/2024,462,62,339,337,5462949
UnitedHealth Group Incorporated,UNH,05/07/2024,253,497,142,297,6516067
AbbVie Inc,ABBV,05/07/2024,427,423,298,398,4125491
Abbott Laboratories,ABT,18/07/2024,118,57,360,251,4344651
Merck & Co,MRK,20/07/2024,164,287,274,99,5557399
Merck & Co,MRK,21/07/2024,351,309,314,172,6642884
Eli Lilly and Company,LLY,21/07/2024,355,102,271,302,7042992
Bristol-Myers Squibb Company,BMY,22/07/2024,161,468,357,242,8920170
UnitedHealth Group Incorporated,UNH,23/07/2024,344,237,396,410,2513207
Abbott Laboratories,ABT,24/07/2024,176,309,261,403,1573198
Pfizer Inc,PFE,27/07/2024,432,334,343,469,3253656
Bristol-Myers Squibb Company,BMY,28/07/2024,203,342,225,313,1831815
Merck & Co,MRK,01/08/2024,293,210,266,435,6059558
Abbott Laboratories,ABT,05/08/2024,484,81,111,396,4176900
Eli Lilly and Company,LLY,10/08/2024,175,314,252,487,9297425
UnitedHealth Group Incorporated,UNH,11/08/2024,411,195,383,397,9648699
Abbott Laboratories,ABT,12/08/2024,214,383,166,408,1633029
AbbVie Inc,ABBV,12/08/2024,80,137,372,65,4463889
UnitedHealth Group Incorporated,UNH,14/08/2024,432,480,343,271,1297693
Bristol-Myers Squibb Company,BMY,17/08/2024,115,60,473,173,8506959
Abbott Laboratories,ABT,19/08/2024,87,266,385,301,9492161
UnitedHealth Group Incorporated,UNH,19/08/2024,229,357,452,213,4531352
Eli Lilly and Company,LLY,29/08/2024,167,58,81,359,6844485
AbbVie Inc,ABBV,04/09/2024,454,359,265,340,6061004
AbbVie Inc,ABBV,05/09/2024,148,375,410,347,8503956
Pfizer Inc,PFE,08/09/2024,242,122,171,216,4100797
Bristol-Myers Squibb Company,BMY,09/09/2024,330,312,341,222,3278272
Eli Lilly and Company,LLY,20/09/2024,467,327,131,338,2234738
Boston Scientific Corporation,BSX,24/09/2024,371,389,191,351,7046209
Boston Scientific Corporation,BSX,24/09/2024,414,481,339,495,5222629
Amgen Inc,AMGN,01/10/2024,327,450,244,391,7905134
AbbVie Inc,ABBV,04/10/2024,365,417,428,199,9651652
AbbVie Inc,ABBV,05/10/2024,411,385,57,287,7530664
UnitedHealth Group Incorporated,UNH,06/10/2024,88,251,200,402,9519225
Johnson & Johnson,JNJ,18/10/2024,347,137,210,225,7358214
Merck & Co,MRK,19/10/2024,222,202,469,143,9796538
Boston Scientific Corporation,BSX,22/10/2024,191,219,490,84,6637756
Bristol-Myers Squibb Company,BMY,22/10/2024,322,346,465,359,8705105
UnitedHealth Group Incorporated,UNH,28/10/2024,424,490,356,407,1433704
AbbVie Inc,ABBV,28/10/2024,252,220,483,489,6853484
Johnson & Johnson,JNJ,06/11/2024,422,428,405,259,3903412
Boston Scientific Corporation,BSX,06/11/2024,205,191,217,182,1832980
Pfizer Inc,PFE,06/11/2024,80,408,287,184,7010001
Pfizer Inc,PFE,07/11/2024,139,301,133,238,4628721
Merck & Co,MRK,13/11/2024,86,195,322,367,2829003
Johnson & Johnson,JNJ,18/11/2024,414,268,279,170,3670977
Johnson & Johnson,JNJ,23/11/2024,229,283,329,196,8702240
Pfizer Inc,PFE,24/11/2024,290,61,234,432,9717290
Boston Scientific Corporation,BSX,25/11/2024,338,161,54,323,3795761
AbbVie Inc,ABBV,28/11/2024,445,55,280,344,9274011
Bristol-Myers Squibb Company,BMY,12/12/2024,497,312,259,430,9812634
UnitedHealth Group Incorporated,UNH,12/12/2024,76,82,114,102,8282682
Eli Lilly and Company,LLY,12/12/2024,150,400,212,335,4768275
Eli Lilly and Company,LLY,17/12/2024,227,109,215,390,9282222
Merck & Co,MRK,20/12/2024,204,309,124,367,5183783
Merck & Co,MRK,22/12/2024,166,420,302,442,8061190
Bristol-Myers Squibb Company,BMY,25/12/2024,384,84,275,238,1514007
Merck & Co,MRK,26/12/2024,319,271,79,73,3775077
